,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
1237,JOEUSDT,UMAUSDT,0.0,-12.4623,-3.367,0.2283,13
1249,JOEUSDT,YGGUSDT,0.0,-13.3244,-3.367,0.0986,13
1193,JOEUSDT,MATICUSDT,0.0,-8.2585,-3.367,0.2134,13
1932,OMGUSDT,SSVUSDT,0.0125,-3.8268,-3.367,0.3222,13
1934,OMGUSDT,TUSDT,0.017,-3.725,-3.367,284.4549,13
604,BTCUSDT,RDNTUSDT,0.0259,-3.5811,-3.367,32690.741,13
1614,MAGICUSDT,1000XECUSDT,0.0,-5.7928,-3.367,30.9284,12
770,DUSKUSDT,VETUSDT,0.0215,-3.6447,-3.367,4.8987,12
815,ENSUSDT,DGBUSDT,0.0364,-3.4569,-3.367,1892.2205,12
2089,STORJUSDT,VETUSDT,0.0446,-3.3805,-3.367,15.1502,12
988,ICXUSDT,1000LUNCUSDT,0.0028,-4.2781,-3.367,1.8216,12
448,BLZUSDT,ANTUSDT,0.0016,-4.4208,-3.367,0.0144,12
445,BLZUSDT,ALICEUSDT,0.0009,-4.579,-3.367,0.0074,12
80,10000LADYSUSDT,ZRXUSDT,0.0238,-3.6099,-3.367,0.0008,12
1019,ILVUSDT,TUSDT,0.0453,-3.3742,-3.367,30157.8591,12
1613,MAGICUSDT,1000PEPEUSDT,0.0,-5.8053,-3.367,1163.7155,12
765,DUSKUSDT,RLCUSDT,0.0004,-4.7989,-3.367,0.3001,12
2060,STORJUSDT,APEUSDT,0.0047,-4.1268,-3.367,0.1506,12
1757,MAGICUSDT,RSRUSDT,0.0,-5.7854,-3.367,729.7725,12
1632,MAGICUSDT,ARPAUSDT,0.0,-5.8402,-3.367,37.1137,12
756,DUSKUSDT,BELUSDT,0.0337,-3.4858,-3.367,0.6513,12
2042,SLPUSDT,LITUSDT,0.0015,-4.4413,-3.367,0.0132,12
1393,LEVERUSDT,ETCUSDT,0.0294,-3.5354,-3.367,0.0,12
1643,MAGICUSDT,BELUSDT,0.0,-5.8709,-3.367,2.7773,12
412,BELUSDT,FLRUSDT,0.0224,-3.6306,-3.367,28.3424,12
1655,MAGICUSDT,CFXUSDT,0.0,-6.3845,-3.367,7.215,12
820,ENSUSDT,HOTUSDT,0.0218,-3.6405,-3.367,9362.1908,12
463,BLZUSDT,CEEKUSDT,0.0018,-4.4033,-3.367,0.5563,12
336,ARBUSDT,DUSKUSDT,0.0069,-4.0111,-3.367,2.2953,12
60,10000LADYSUSDT,MASKUSDT,0.0053,-4.0902,-3.367,0.0001,12
507,BLZUSDT,HOTUSDT,0.017,-3.7255,-3.367,26.6317,12
2165,ZRXUSDT,HFTUSDT,0.0218,-3.6407,-3.367,0.9827,12
1847,MTLUSDT,CEEKUSDT,0.0119,-3.841,-3.367,9.3899,12
903,GLMRUSDT,DARUSDT,0.0038,-4.1869,-3.367,4.1808,12
1256,KAVAUSDT,XLMUSDT,0.0329,-3.4948,-3.367,10.6392,12
22,10000LADYSUSDT,CELRUSDT,0.0032,-4.2337,-3.367,0.0048,12
503,BLZUSDT,HFTUSDT,0.0048,-4.1204,-3.367,0.1868,12
1252,JOEUSDT,ZILUSDT,0.0,-8.0754,-3.367,5.1369,12
558,BLZUSDT,SUIUSDT,0.0038,-4.1887,-3.367,0.1219,12
34,10000LADYSUSDT,ENSUSDT,0.0122,-3.834,-3.367,0.0,12
299,ANTUSDT,IDUSDT,0.0265,-3.5727,-3.367,13.1704,12
940,HBARUSDT,OMGUSDT,0.0176,-3.7129,-3.367,0.0322,12
946,HBARUSDT,TRUUSDT,0.0057,-4.0697,-3.367,5.0809,12
1447,LEVERUSDT,MATICUSDT,0.0248,-3.5953,-3.367,0.0007,12
43,10000LADYSUSDT,GRTUSDT,0.0111,-3.8652,-3.367,0.0008,12
567,BLZUSDT,TWTUSDT,0.005,-4.1113,-3.367,0.0566,12
288,ANTUSDT,BNXUSDT,0.0083,-3.9557,-3.367,11.3464,12
843,EOSUSDT,UMAUSDT,0.0323,-3.5015,-3.367,2.5349,12
55,10000LADYSUSDT,LINAUSDT,0.0,-5.3033,-3.367,0.0362,12
1658,MAGICUSDT,COMBOUSDT,0.0,-5.8155,-3.367,2.2426,12
758,DUSKUSDT,CELRUSDT,0.0268,-3.5686,-3.367,5.5684,12
1950,ORDIUSDT,IDEXUSDT,0.002,-4.3734,-3.367,142.9588,12
273,ANKRUSDT,LQTYUSDT,0.0184,-3.6993,-3.367,0.057,12
1805,MANAUSDT,ICPUSDT,0.0386,-3.4349,-3.367,0.077,12
1746,MAGICUSDT,OPUSDT,0.0,-5.847,-3.367,1.3536,12
1168,JOEUSDT,IOSTUSDT,0.0,-12.7803,-3.367,10.8932,12
662,COTIUSDT,CTKUSDT,0.0093,-3.9209,-3.367,0.2,12
663,COTIUSDT,DUSKUSDT,0.0434,-3.391,-3.367,0.5432,12
1707,MAGICUSDT,IDEXUSDT,0.0,-5.7708,-3.367,30.1039,12
1085,JOEUSDT,APEUSDT,0.0,-12.357,-3.367,0.0412,12
1673,MAGICUSDT,DOGEUSDT,0.0,-5.9079,-3.367,21.9101,12
520,BLZUSDT,JSTUSDT,0.0043,-4.1548,-3.367,1.7786,12
1956,ORDIUSDT,STGUSDT,0.0106,-3.878,-3.367,13.1571,12
1131,JOEUSDT,DUSKUSDT,0.0,-13.4389,-3.367,0.837,12
721,DARUSDT,LOOKSUSDT,0.0125,-3.8271,-3.367,0.195,12
1080,JOEUSDT,ALICEUSDT,0.0,-12.5982,-3.367,0.0337,12
1138,JOEUSDT,ETCUSDT,0.0,-8.1702,-3.367,0.0074,12
1141,JOEUSDT,FILUSDT,0.0,-8.1605,-3.367,0.0062,12
1071,JOEUSDT,1000XECUSDT,0.0,-13.1623,-3.367,7.8253,12
124,1000LUNCUSDT,ZRXUSDT,0.0237,-3.6114,-3.367,0.433,12
206,AKROUSDT,ARBUSDT,0.0245,-3.5998,-3.367,0.0036,12
1342,LEVERUSDT,APTUSDT,0.0033,-4.2263,-3.367,0.0001,12
1926,NKNUSDT,YFIUSDT,0.0355,-3.4665,-3.367,0.0,12
1065,JOEUSDT,10000NFTUSDT,0.0,-13.0881,-3.367,27.8697,12
1779,MAGICUSDT,UMAUSDT,0.0,-5.7842,-3.367,0.9948,12
1750,MAGICUSDT,QNTUSDT,0.0,-5.8433,-3.367,0.0133,12
1114,JOEUSDT,COMBOUSDT,0.0,-12.4365,-3.367,0.5567,12
1739,MAGICUSDT,MTLUSDT,0.0,-5.7832,-3.367,1.0622,12
396,BATUSDT,TRUUSDT,0.0199,-3.6724,-3.367,16.4985,12
1794,MAGICUSDT,ZILUSDT,0.0,-5.7748,-3.367,21.8769,12
1538,LOOKSUSDT,RDNTUSDT,0.0172,-3.7214,-3.367,5.0991,11
1772,MAGICUSDT,SXPUSDT,0.0,-5.9063,-3.367,1.2656,11
40,10000LADYSUSDT,GFTUSDT,0.0453,-3.3744,-3.367,0.0086,11
1827,MATICUSDT,ZILUSDT,0.0005,-4.717,-3.367,25.0568,11
2121,TWTUSDT,CELOUSDT,0.0403,-3.419,-3.367,0.5354,11
1539,LOOKSUSDT,RLCUSDT,0.0158,-3.7492,-3.367,1.031,11
1793,MAGICUSDT,ZENUSDT,0.0,-5.7827,-3.367,0.0323,11
1534,LOOKSUSDT,KSMUSDT,0.0322,-3.5027,-3.367,0.0054,11
2122,TWTUSDT,COREUSDT,0.0213,-3.6481,-3.367,0.8844,11
1923,NKNUSDT,TUSDT,0.032,-3.5045,-3.367,3.6047,11
1848,MTLUSDT,CELRUSDT,0.0054,-4.0853,-3.367,18.1149,11
214,AKROUSDT,DENTUSDT,0.0121,-3.8371,-3.367,1.7741,11
1501,LEVERUSDT,XTZUSDT,0.0228,-3.6257,-3.367,0.0004,11
25,10000LADYSUSDT,COREUSDT,0.0023,-4.3301,-3.367,0.0002,11
1941,ONTUSDT,ICPUSDT,0.0359,-3.4618,-3.367,0.0062,11
502,BLZUSDT,HBARUSDT,0.0086,-3.9442,-3.367,0.3084,11
30,10000LADYSUSDT,DARUSDT,0.0242,-3.6045,-3.367,0.001,11
32,10000LADYSUSDT,EDUUSDT,0.0003,-4.8734,-3.367,0.0005,11
2138,TWTUSDT,ZRXUSDT,0.007,-4.0092,-3.367,3.1468,11
52,10000LADYSUSDT,JASMYUSDT,0.0087,-3.9403,-3.367,0.0144,11
2133,TWTUSDT,SUSHIUSDT,0.0412,-3.4105,-3.367,0.3129,11
1525,LOOKSUSDT,CTKUSDT,0.0245,-3.6004,-3.367,1.113,11
1715,MAGICUSDT,JASMYUSDT,0.0,-5.7931,-3.367,52.6146,11
1873,MTLUSDT,RNDRUSDT,0.0072,-3.998,-3.367,0.4627,11
1825,MATICUSDT,TRBUSDT,0.0146,-3.7767,-3.367,0.0858,11
465,BLZUSDT,CELRUSDT,0.0105,-3.8834,-3.367,1.0744,11
1957,ORDIUSDT,SUIUSDT,0.0002,-4.9289,-3.367,10.7845,11
364,ASTRUSDT,LITUSDT,0.0025,-4.305,-3.367,0.045,11
343,ARBUSDT,UNIUSDT,0.018,-3.7057,-3.367,0.0957,11
1482,LEVERUSDT,SUSHIUSDT,0.0239,-3.6081,-3.367,0.0003,11
432,BLURUSDT,RDNTUSDT,0.003,-4.2569,-3.367,1.795,11
1818,MASKUSDT,RLCUSDT,0.0115,-3.8527,-3.367,4.5056,11
2066,STORJUSDT,COREUSDT,0.042,-3.4027,-3.367,0.8092,11
135,1000XECUSDT,HOTUSDT,0.0007,-4.6286,-3.367,15.7723,11
2057,STGUSDT,UMAUSDT,0.0264,-3.5736,-3.367,0.3623,11
1629,MAGICUSDT,API3USDT,0.0,-5.7966,-3.367,0.4897,11
439,BLZUSDT,1000BONKUSDT,0.0001,-5.1921,-3.367,114.2902,11
132,1000XECUSDT,DARUSDT,0.025,-3.5924,-3.367,0.1233,11
1816,MANAUSDT,YGGUSDT,0.0007,-4.6347,-3.367,0.6951,11
1635,MAGICUSDT,AUDIOUSDT,0.0,-5.7951,-3.367,1.359,11
1900,NKNUSDT,COMPUSDT,0.0209,-3.655,-3.367,0.0003,11
2034,SFPUSDT,TUSDT,0.0324,-3.4999,-3.367,37.0673,11
2040,SLPUSDT,CTKUSDT,0.0192,-3.6848,-3.367,0.0193,11
1654,MAGICUSDT,CELRUSDT,0.0,-5.7891,-3.367,21.4519,11
1608,MAGICUSDT,10000NFTUSDT,0.0,-5.8105,-3.367,120.0817,11
2071,STORJUSDT,GFTUSDT,0.0398,-3.4235,-3.367,30.0972,11
366,ASTRUSDT,ZENUSDT,0.0126,-3.8239,-3.367,0.0018,11
272,ANKRUSDT,LITUSDT,0.0279,-3.5544,-3.367,0.0407,11
357,ASTRUSDT,BALUSDT,0.0387,-3.4344,-3.367,0.0111,11
1572,LPTUSDT,MASKUSDT,0.0002,-4.9324,-3.367,4.3511,11
2096,SUSHIUSDT,TRUUSDT,0.0138,-3.7942,-3.367,81.6175,11
1886,MTLUSDT,ZENUSDT,0.0004,-4.7975,-3.367,0.0285,11
338,ARBUSDT,KLAYUSDT,0.0284,-3.547,-3.367,1.067,11
462,BLZUSDT,C98USDT,0.033,-3.4928,-3.367,0.0364,11
165,ADAUSDT,GFTUSDT,0.0439,-3.3865,-3.367,30.113,11
457,BLZUSDT,BCHUSDT,0.0149,-3.7684,-3.367,0.0001,11
2079,STORJUSDT,IMXUSDT,0.0037,-4.1937,-3.367,0.3925,11
449,BLZUSDT,API3USDT,0.0142,-3.7845,-3.367,0.0244,11
1911,NKNUSDT,LTCUSDT,0.0206,-3.6601,-3.367,0.0006,11
1948,ORDIUSDT,GFTUSDT,0.0452,-3.375,-3.367,155.9451,11
1820,MASKUSDT,STORJUSDT,0.0198,-3.6737,-3.367,4.6435,11
1888,NEARUSDT,LPTUSDT,0.031,-3.5161,-3.367,0.3461,11
1597,LRCUSDT,GFTUSDT,0.0369,-3.4516,-3.367,35.4855,11
1892,NKNUSDT,1000FLOKIUSDT,0.0415,-3.4078,-3.367,3.3359,11
211,AKROUSDT,CFXUSDT,0.0016,-4.4211,-3.367,0.0152,11
1083,JOEUSDT,ANKRUSDT,0.0,-13.0703,-3.367,4.6307,11
846,ETHWUSDT,EDUUSDT,0.0235,-3.6143,-3.367,7.198,11
1407,LEVERUSDT,GMXUSDT,0.0251,-3.591,-3.367,0.0,11
1366,LEVERUSDT,CFXUSDT,0.0168,-3.7285,-3.367,0.0049,11
1042,IOTXUSDT,EDUUSDT,0.0461,-3.3678,-3.367,0.143,11
1027,INJUSDT,AAVEUSDT,0.032,-3.5045,-3.367,0.0056,11
935,HBARUSDT,IOTXUSDT,0.024,-3.6079,-3.367,2.5931,11
1463,LEVERUSDT,QTUMUSDT,0.0262,-3.5758,-3.367,0.0002,11
1383,LEVERUSDT,DODOUSDT,0.0333,-3.4899,-3.367,0.0075,11
1022,IMXUSDT,HOOKUSDT,0.0367,-3.454,-3.367,1.8852,11
713,DARUSDT,BOBAUSDT,0.037,-3.4512,-3.367,0.5802,11
521,BLZUSDT,KAVAUSDT,0.0025,-4.3049,-3.367,0.0255,11
1434,LEVERUSDT,LDOUSDT,0.0205,-3.6625,-3.367,0.0007,11
690,CTKUSDT,UNIUSDT,0.0296,-3.5322,-3.367,0.1089,11
775,DYDXUSDT,HFTUSDT,0.0205,-3.6611,-3.367,22.6723,11
781,DYDXUSDT,SUIUSDT,0.0346,-3.4761,-3.367,15.1123,11
1410,LEVERUSDT,HBARUSDT,0.0174,-3.7179,-3.367,0.0047,11
1207,JOEUSDT,PHBUSDT,0.0,-8.0693,-3.367,0.5688,11
1209,JOEUSDT,QTUMUSDT,0.0,-13.0647,-3.367,0.0503,11
1103,JOEUSDT,BOBAUSDT,0.0,-13.685,-3.367,0.6131,11
708,CVCUSDT,ZENUSDT,0.002,-4.3706,-3.367,0.0056,11
627,CELRUSDT,ENSUSDT,0.0047,-4.1282,-3.367,0.0025,11
1375,LEVERUSDT,CTKUSDT,0.0342,-3.4797,-3.367,0.001,11
966,HIGHUSDT,JASMYUSDT,0.0381,-3.4397,-3.367,76.8669,11
971,HIGHUSDT,ROSEUSDT,0.0185,-3.6967,-3.367,8.5601,11
1404,LEVERUSDT,GFTUSDT,0.0137,-3.7958,-3.367,0.025,11
585,BOBAUSDT,DODOUSDT,0.0278,-3.5548,-3.367,3.4442,11
1347,LEVERUSDT,AUDIOUSDT,0.025,-3.5935,-3.367,0.001,11
1220,JOEUSDT,SKLUSDT,0.0,-12.7563,-3.367,2.3203,11
931,HBARUSDT,DYDXUSDT,0.0108,-3.8745,-3.367,0.0246,11
1355,LEVERUSDT,BELUSDT,0.0144,-3.7807,-3.367,0.002,11
983,HOTUSDT,SUIUSDT,0.0173,-3.7186,-3.367,0.0044,11
1126,JOEUSDT,DENTUSDT,0.0,-13.02,-3.367,172.3979,11
1129,JOEUSDT,DOGEUSDT,0.0,-6.3029,-3.367,4.933,11
1359,LEVERUSDT,BSVUSDT,0.0307,-3.519,-3.367,0.0,11
529,BLZUSDT,LOOKSUSDT,0.0015,-4.4521,-3.367,0.0421,11
1200,JOEUSDT,NKNUSDT,0.0,-8.1479,-3.367,3.6985,11
508,BLZUSDT,ICPUSDT,0.0,-5.4961,-3.367,0.0024,11
1267,KEYUSDT,1000LUNCUSDT,0.007,-4.0083,-3.367,0.0271,11
1187,JOEUSDT,LRCUSDT,0.0,-12.997,-3.367,0.24,11
1059,IOTXUSDT,VETUSDT,0.0151,-3.7639,-3.367,1.1366,11
1189,JOEUSDT,LUNA2USDT,0.0,-12.4018,-3.367,0.1444,11
1264,KDAUSDT,TRUUSDT,0.0042,-4.1569,-3.367,61.4791,11
896,GFTUSDT,IDUSDT,0.0098,-3.9026,-3.367,0.0951,11
540,BLZUSDT,NEARUSDT,0.0194,-3.6808,-3.367,0.0066,11
1078,JOEUSDT,AKROUSDT,0.0,-12.9293,-3.367,94.6701,11
525,BLZUSDT,KSMUSDT,0.0035,-4.2093,-3.367,0.0003,11
1362,LEVERUSDT,C98USDT,0.0165,-3.736,-3.367,0.0005,11
1130,JOEUSDT,DOTUSDT,0.0,-12.2042,-3.367,0.0126,11
541,BLZUSDT,NEOUSDT,0.0008,-4.6191,-3.367,0.0049,11
1290,KEYUSDT,GFTUSDT,0.0329,-3.4947,-3.367,0.1145,11
1364,LEVERUSDT,CELOUSDT,0.0318,-3.5068,-3.367,0.0005,11
719,DARUSDT,ICXUSDT,0.008,-3.965,-3.367,0.9256,11
1302,KEYUSDT,SFPUSDT,0.0298,-3.5308,-3.367,0.0049,11
1185,JOEUSDT,LPTUSDT,0.0,-13.0977,-3.367,0.0128,11
72,10000LADYSUSDT,SUIUSDT,0.0051,-4.1035,-3.367,0.0005,10
486,BLZUSDT,EGLDUSDT,0.0176,-3.7135,-3.367,0.0004,10
1214,JOEUSDT,RPLUSDT,0.0,-12.564,-3.367,0.0098,10
1176,JOEUSDT,KLAYUSDT,0.0,-13.3757,-3.367,0.3786,10
1094,JOEUSDT,AXSUSDT,0.0,-8.1263,-3.367,0.0038,10
1619,MAGICUSDT,AGIXUSDT,0.0,-5.9913,-3.367,5.6211,10
77,10000LADYSUSDT,TWTUSDT,0.001,-4.5541,-3.367,0.0002,10
1011,IDUSDT,SSVUSDT,0.0079,-3.9693,-3.367,0.0153,10
1013,IDUSDT,TUSDT,0.0348,-3.4741,-3.367,13.7094,10
598,BSWUSDT,HFTUSDT,0.0421,-3.4021,-3.367,1.3191,10
754,DUSKUSDT,1000FLOKIUSDT,0.0458,-3.3699,-3.367,13.6467,10
2062,STORJUSDT,BANDUSDT,0.0168,-3.7283,-3.367,0.482,10
760,DUSKUSDT,HBARUSDT,0.0053,-4.0903,-3.367,1.5331,10
1037,IOTXUSDT,API3USDT,0.0161,-3.7435,-3.367,0.0304,10
1724,MAGICUSDT,LINAUSDT,0.0,-5.7854,-3.367,138.0233,10
1427,LEVERUSDT,JSTUSDT,0.0079,-3.9695,-3.367,0.0268,10
1700,MAGICUSDT,HFTUSDT,0.0,-5.849,-3.367,3.7905,10
1044,IOTXUSDT,FXSUSDT,0.0086,-3.9436,-3.367,0.0069,10
1014,IDUSDT,VETUSDT,0.0401,-3.4208,-3.367,4.3698,10
1716,MAGICUSDT,JSTUSDT,0.0,-6.4772,-3.367,43.1451,10
1674,MAGICUSDT,DOTUSDT,0.0,-5.9391,-3.367,0.0612,10
1521,LOOKSUSDT,BNXUSDT,0.0259,-3.5805,-3.367,3.3644,10
1396,LEVERUSDT,FILUSDT,0.034,-3.482,-3.367,0.0,10
1636,MAGICUSDT,AVAXUSDT,0.0,-5.7923,-3.367,0.0185,10
406,BELUSDT,10000NFTUSDT,0.0439,-3.3863,-3.367,46.031,10
35,10000LADYSUSDT,ETHWUSDT,0.0098,-3.9033,-3.367,0.0001,10
1469,LEVERUSDT,RSRUSDT,0.033,-3.4935,-3.367,0.6187,10
1860,MTLUSDT,HBARUSDT,0.0033,-4.2255,-3.367,5.1584,10
1639,MAGICUSDT,BALUSDT,0.0,-5.7947,-3.367,0.1735,10
1145,JOEUSDT,FLRUSDT,0.0,-12.8944,-3.367,16.9974,10
555,BLZUSDT,SOLUSDT,0.0085,-3.947,-3.367,0.0005,10
1259,KDAUSDT,LQTYUSDT,0.0196,-3.6764,-3.367,2.2976,10
1777,MAGICUSDT,TUSDT,0.0,-5.8338,-3.367,62.324,10
28,10000LADYSUSDT,CTSIUSDT,0.001,-4.5441,-3.367,0.0016,10
1652,MAGICUSDT,CEEKUSDT,0.0,-5.7807,-3.367,10.6168,10
1785,MAGICUSDT,XLMUSDT,0.0,-5.7707,-3.367,5.3208,10
1786,MAGICUSDT,XMRUSDT,0.0,-5.8153,-3.367,0.0083,10
1792,MAGICUSDT,ZECUSDT,0.0,-5.7785,-3.367,0.0109,10
1275,KEYUSDT,AXSUSDT,0.035,-3.4714,-3.367,0.0001,10
1831,MINAUSDT,ASTRUSDT,0.0226,-3.6275,-3.367,11.858,10
8,10000LADYSUSDT,ALPHAUSDT,0.0001,-5.0233,-3.367,0.0018,10
1798,MANAUSDT,APEUSDT,0.0429,-3.3948,-3.367,0.3017,10
1802,MANAUSDT,CKBUSDT,0.0266,-3.5706,-3.367,331.5452,10
1672,MAGICUSDT,DODOUSDT,0.0,-5.7806,-3.367,8.9092,10
1326,LEVERUSDT,1000PEPEUSDT,0.0083,-3.9539,-3.367,1.0061,10
1686,MAGICUSDT,FITFIUSDT,0.0,-6.4688,-3.367,52.2191,10
1164,JOEUSDT,IDUSDT,0.0,-12.7868,-3.367,0.9506,10
847,ETHWUSDT,GLMRUSDT,0.0,-6.0864,-3.367,2.663,10
512,BLZUSDT,ILVUSDT,0.0067,-4.0202,-3.367,0.0001,10
841,EOSUSDT,RSRUSDT,0.0206,-3.6607,-3.367,1860.433,10
564,BLZUSDT,TRUUSDT,0.0123,-3.8319,-3.367,1.5782,10
287,ANTUSDT,BANDUSDT,0.04,-3.4214,-3.367,1.8971,10
1334,LEVERUSDT,AKROUSDT,0.0268,-3.568,-3.367,0.3275,10
1953,ORDIUSDT,LDOUSDT,0.0071,-4.0039,-3.367,4.6258,10
871,FLOWUSDT,KDAUSDT,0.012,-3.8384,-3.367,2.376,10
2095,SUSHIUSDT,IMXUSDT,0.0388,-3.4332,-3.367,1.2942,10
646,CFXUSDT,XNOUSDT,0.0253,-3.5882,-3.367,0.1517,10
292,ANTUSDT,CROUSDT,0.0459,-3.3695,-3.367,11.5776,10
284,ANTUSDT,ANKRUSDT,0.0172,-3.7214,-3.367,62.5066,10
2115,TUSDT,ZRXUSDT,0.0392,-3.4297,-3.367,0.0586,10
1749,MAGICUSDT,PHBUSDT,0.0,-5.7642,-3.367,2.4498,10
2120,TWTUSDT,CEEKUSDT,0.0187,-3.6939,-3.367,9.7852,10
575,BLZUSDT,YFIUSDT,0.0001,-5.2522,-3.367,0.0,10
1685,MAGICUSDT,FILUSDT,0.0,-5.8245,-3.367,0.0279,9
1676,MAGICUSDT,DYDXUSDT,0.0,-5.8039,-3.367,0.148,9
1380,LEVERUSDT,DASHUSDT,0.01,-3.8972,-3.367,0.0,9
1137,JOEUSDT,EOSUSDT,0.0,-8.1038,-3.367,0.0884,9
224,AKROUSDT,SUSHIUSDT,0.0331,-3.4922,-3.367,0.0008,9
1662,MAGICUSDT,CROUSDT,0.0,-5.8034,-3.367,3.7771,9
212,AKROUSDT,COMPUSDT,0.0423,-3.4002,-3.367,0.0,9
1149,JOEUSDT,GFTUSDT,0.0,-13.1329,-3.367,8.5063,9
1675,MAGICUSDT,DUSKUSDT,0.0,-5.8064,-3.367,3.6497,9
897,GFTUSDT,LQTYUSDT,0.0098,-3.903,-3.367,0.0276,9
1180,JOEUSDT,LEVERUSDT,0.0,-12.4319,-3.367,273.6057,9
1184,JOEUSDT,LOOKSUSDT,0.0,-13.2145,-3.367,0.1987,9
568,BLZUSDT,UNIUSDT,0.001,-4.5658,-3.367,0.0073,9
1744,MAGICUSDT,OMGUSDT,0.0,-5.7829,-3.367,0.184,9
1331,LEVERUSDT,ADAUSDT,0.0195,-3.679,-3.367,0.0009,9
1875,MTLUSDT,SLPUSDT,0.0101,-3.8947,-3.367,50.1402,9
1866,MTLUSDT,JASMYUSDT,0.0048,-4.1177,-3.367,55.5153,9
559,BLZUSDT,SUSHIUSDT,0.0025,-4.3083,-3.367,0.018,9
1324,LEVERUSDT,1000FLOKIUSDT,0.0055,-4.082,-3.367,0.043,9
300,ANTUSDT,ILVUSDT,0.0073,-3.9933,-3.367,0.0061,9
1762,MAGICUSDT,SKLUSDT,0.0,-5.7747,-3.367,9.4656,9
1855,MTLUSDT,DYDXUSDT,0.0453,-3.3746,-3.367,0.1297,9
1320,LEVERUSDT,10000LADYSUSDT,0.028,-3.5521,-3.367,3.1171,9
526,BLZUSDT,LEVERUSDT,0.0335,-3.4875,-3.367,59.4438,9
1781,MAGICUSDT,VETUSDT,0.0,-5.7845,-3.367,18.5877,9
1782,MAGICUSDT,WAVESUSDT,0.0,-5.7742,-3.367,0.0769,9
549,BLZUSDT,RENUSDT,0.0104,-3.8847,-3.367,0.151,9
1834,MKRUSDT,CKBUSDT,0.0195,-3.6781,-3.367,177474.6951,9
543,BLZUSDT,OCEANUSDT,0.0066,-4.0236,-3.367,0.2335,9
1232,JOEUSDT,TRBUSDT,0.0,-8.0704,-3.367,0.0173,9
1734,MAGICUSDT,MASKUSDT,0.0,-5.8283,-3.367,0.2451,9
1885,MTLUSDT,YGGUSDT,0.0184,-3.6986,-3.367,0.3607,9
1907,NKNUSDT,ICPUSDT,0.0015,-4.4474,-3.367,0.0028,9
1198,JOEUSDT,NEARUSDT,0.0,-12.3801,-3.367,0.0294,9
1916,NKNUSDT,RLCUSDT,0.0157,-3.751,-3.367,0.074,9
399,BCHUSDT,DASHUSDT,0.0411,-3.4113,-3.367,3.7823,9
1912,NKNUSDT,MKRUSDT,0.0378,-3.4426,-3.367,0.0001,9
1356,LEVERUSDT,BLURUSDT,0.0192,-3.6833,-3.367,0.0023,9
1204,JOEUSDT,OPUSDT,0.0,-8.1023,-3.367,0.3404,9
390,BATUSDT,MASKUSDT,0.0097,-3.9086,-3.367,0.1286,9
1713,MAGICUSDT,IOTAUSDT,0.0,-5.8383,-3.367,2.404,9
1731,MAGICUSDT,LTCUSDT,0.0,-5.8455,-3.367,0.0081,9
1714,MAGICUSDT,IOTXUSDT,0.0,-5.8155,-3.367,16.079,9
410,BELUSDT,CKBUSDT,0.0411,-3.4117,-3.367,77.9987,9
591,BSVUSDT,YGGUSDT,0.0364,-3.4575,-3.367,22.0959,9
1720,MAGICUSDT,KLAYUSDT,0.0,-5.8565,-3.367,1.7003,9
281,ANKRUSDT,ZRXUSDT,0.041,-3.4125,-3.367,0.1751,9
1345,LEVERUSDT,ARUSDT,0.0306,-3.5207,-3.367,0.0,9
1340,LEVERUSDT,APEUSDT,0.0165,-3.735,-3.367,0.0001,9
1136,JOEUSDT,ENSUSDT,0.0,-13.0095,-3.367,0.0122,9
1293,KEYUSDT,ICXUSDT,0.0302,-3.5249,-3.367,0.014,9
976,HOOKUSDT,RDNTUSDT,0.0429,-3.3949,-3.367,5.7519,9
112,1000FLOKIUSDT,YGGUSDT,0.0176,-3.7133,-3.367,0.0076,9
1517,LOOKSUSDT,1000BTTUSDT,0.0018,-4.4014,-3.367,1061.6333,9
497,BLZUSDT,GFTUSDT,0.0059,-4.0617,-3.367,1.8299,9
722,DARUSDT,RDNTUSDT,0.0008,-4.6184,-3.367,1.2133,9
727,DASHUSDT,ENSUSDT,0.0369,-3.4519,-3.367,4.5221,9
739,DGBUSDT,GPTUSDT,0.0,-5.7294,-3.367,0.3633,9
749,DOGEUSDT,NEARUSDT,0.0281,-3.5515,-3.367,0.0061,9
1519,LOOKSUSDT,ADAUSDT,0.0076,-3.9807,-3.367,1.0905,9
1465,LEVERUSDT,RENUSDT,0.0117,-3.8485,-3.367,0.0022,9
1524,LOOKSUSDT,CROUSDT,0.0171,-3.724,-3.367,3.2781,9
1051,IOTXUSDT,MASKUSDT,0.0056,-4.0767,-3.367,0.0148,9
1045,IOTXUSDT,GPTUSDT,0.0268,-3.5685,-3.367,2.3698,9
1423,LEVERUSDT,IOSTUSDT,0.0157,-3.7507,-3.367,0.0366,9
118,1000LUNCUSDT,IMXUSDT,0.0025,-4.3045,-3.367,0.0586,9
452,BLZUSDT,ARUSDT,0.001,-4.5491,-3.367,0.0025,9
1528,LOOKSUSDT,HBARUSDT,0.0058,-4.0625,-3.367,5.3089,9
2137,TWTUSDT,ZENUSDT,0.0031,-4.2499,-3.367,0.0293,9
2118,TWTUSDT,BANDUSDT,0.0461,-3.3673,-3.367,0.5178,9
1025,IMXUSDT,TWTUSDT,0.0096,-3.9094,-3.367,2.0285,9
